repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
410453874,fnf-vs-selever-mod,DragShot,7,13,Haxe,"fnf, haxe, lua, mod",Source code used in Friday Night Funkin': VS Selever,R,"Arts, entertainment and recreation",high
669335806,alura-elements,victorlunam,7,1,JavaScript,"jsx, swc, transpiler",Una implementación basica de JSX,J,Information and communication,high
308973225,Xtree,rodp63,7,1,C++,"data-structures, dimensional-data, nearest-neighbors, tree",X-tree data structure in c++ for high dimensional data indexing,M,"Professional, scientific activities",high
129785099,generatingBabyNames,jwilliamn,7,2,Python,,Generating baby names using RNNs,R,"Arts, entertainment and recreation",medium
466819830,nodejs-learning-path-api-using-koa-workshop,jriverox,7,2,JavaScript,"api-rest, koa, mongodb, nodejs",Workshop contruyendo una API Rest con Node.js + Koa.js,J,Information and communication,high
419073469,crud_php_mysql_android-studio,guerrerosystem,7,0,Java,,codigo de crud php mysql,J,Information and communication,high
603280960,challengeoneconversorlatam4,arkezam,7,0,Java,challengeoneconversorlatam4,Conversor de divisas | Alura - One ,K,Financial and insurance activities,high
771036846,lima-code-102d1,entertechschool,7,0,HTML,,Repositorio del curso Code 102 | Enter Tech School | 11 de Marzo de 2024,P,Education,high
246981300,django-db-settings,oscargdi,7,2,Python,,Django plugin to handle settings as cacheable objects to configure your application,J,Information and communication,high
338930650,Flutter_Example_With_Nodejs_BackEnd,williamscafdev,7,6,Dart,,Ejemplo base de estructura GetX con Getx_Pattern ,J,Information and communication,high
1093015993,Strategies-in-Pine-Script-v6,JoelPasapera,7,1,,"bot, pinescript, strategy, trading, tradingview","A collection of trading strategies written in Pine Script, each designed to capture consistent intraday and swing opportunities across metals, forex, and equities.",K,Financial and insurance activities,high
887377325,ExpertAdvisory,JoelPasapera,7,1,Python,"algorithms, backtesting, benchmark, plotly, polars, python, trading",Perform backtesting of xauusd trading strategies from 2009 to 2023 in 30 seconds using python.,K,Financial and insurance activities,high
815266,django-audio-video,soad241,7,1,Python,,Django audio video,J,Information and communication,medium
789689,django-photo-albums,soad241,7,0,,,a git hub clone of http://bitbucket.org/kmike/django-photo-albums,R,"Arts, entertainment and recreation",medium
48618769,PannablePickerView,cruzdiego,7,1,Swift,,Custom picker view inspired by Rise (http://rise.simplebots.co) and Timely (https://timelyapp.com) apps ,J,Information and communication,high
641047231,Curso_IoT_RaspberryPi_Basico,apholdings,6,4,Python,,Curso de Internet de las Cosas con Raspberry Pi y Python,J,Information and communication,high
637425003,Chatbots_con_Inteligencia_Artificial,apholdings,6,0,Python,,Curso de como crear un chatbot ccon inteligencia artificial,J,Information and communication,high
637424575,Curso_Inteligencia_Artificial_para_Negocios,apholdings,6,0,Python,,Como usaar algoritmos de inteligencia artificial en negocios.,K,Financial and insurance activities,medium
635869106,python-post-quantum-cryptography,apholdings,6,1,Python,,Post-Quantum Cryptography implementation of the NTRU algorithm using python.,K,Financial and insurance activities,high
635528979,frontend,apholdings,6,3,JavaScript,,,J,Information and communication,low
855801930,135_CursoSistemaVenta_WinFormNet8,CodigoEstudiante,6,2,TSQL,,,G,Wholesale and retail trade,medium
803580537,124_NET8WEBAPI_AUTENTICACION_JWT,CodigoEstudiante,6,1,C#,,,J,Information and communication,high
779786857,091_CURSOVENTASANGULAR_SCRIPTS,CodigoEstudiante,6,0,,,,G,Wholesale and retail trade,medium
841688666,small-projects-with-react,gustarting,6,0,,,"After analyzing for 14 months around ~500k frontend job offers, we found that React is the most demanded frontend framework with a total of 225k job offers counted. Angular sits in second place, with a total of 172k offers. In third position we found Vue, with 48k offers.",J,Information and communication,high
1026234217,input-leap-computer,jorgemunozl,6,0,Shell,"archlinux, input-leap, shell-script","Input leap setup for ethernet displays, the idea is avoid akward configuration.",J,Information and communication,high
1026190668,arch-i3-setup,jorgemunozl,6,0,Shell,"arch, bash, i3, linux, linux-kernel, set, windows-manager","A seameasly setup to install the windows manager I3 on a Arch Linux Distribution, and even supports errors, (the ones which I struggled with)",J,Information and communication,high
405822695,PERSONAL_SoapService,Anders87x,6,3,PHP,,Ejemplo,J,Information and communication,low
584994925,my_map_prompt_monday,jmcastagnetto,6,1,R,,Maps following the #MapPromptMonday social mapping prompts,R,"Arts, entertainment and recreation",medium
492563895,nextjs-net60,jesulink2514,6,2,TypeScript,,,J,Information and communication,high
268208804,instalarch,CodigoCristo,6,1,C,,,J,Information and communication,low
205895642,NetCDF-data-treatment,Hydroenvironment,6,4,R,,Helpful tools to handle multidimensional NetCDF data,M,"Professional, scientific activities",high
204616595,mathematical-physics,PCPUNMSM,6,1,Jupyter Notebook,,Materiales sobre Física Matemática del Club de Python para Físicos,M,"Professional, scientific activities",high
586716251,textscan.app,xavimondev,6,0,TypeScript,"google-vision-api, nextjs, ocr, ocr-recognition, ocr-text-reader, react, tailwindcss, typescript",Web app that detects and extracts text from any image using OCR,J,Information and communication,high
973980001,agentui-withlogin,macespinoza,6,4,TypeScript,"ai-frontend, api-integration, authentication, cloud-run, frontend, gcp, google-auth, llm-agent, nextauth, nextjs, typescript, vercel","Production-ready frontend with Google login, built using Next.js and integrated with a Cloud Run. This project is part of the GCP AI Agent Starter Kit workshop and provides a clean, customizable interface to connect conversational agents to intelligent backend services. Ideal for developers looking for a practical, reusable starting point",J,Information and communication,high
744788385,ADPMeetUps,Android-Dev-Peru,6,1,Kotlin,"android, compose-multiplatform, ios, kotlin-multiplatform",Open source Compose Multiplatform app from the Android Dev Perú community.,J,Information and communication,high
723716863,manual-buen-organizer,Android-Dev-Peru,6,0,,,Manual del buen organizador,S,Other service activities,low
246431691,LRP-MedicalRole,karenciita,6,10,Lua,,"The ""LRP-MedicalRole"" is a modified version of ""Esx_ambulancejob"" where the status of ""dead"" will become ""injured.""",Q,Human health and social work,high
236676554,LRP-fastfood,karenciita,6,3,Lua,,Fast food work adapted with inventoryhud and sound,I,Accommodation and food services,high
391502351,Databricks-academy,DanielEdu,6,4,,,,P,Education,high
129490192,ns-restlet-gs-sync,felipechang,6,2,JavaScript,,Sync NetSuite saved search results to a Google Spreadsheet.,K,Financial and insurance activities,medium
641978264,chatgpt-flex-ui,hebertdev,6,2,TypeScript,"material-ui, openai, react, typescript, vite",ChatGPT-Flex-UI es una interfaz moderna y adaptable para la API de Chat GPT,J,Information and communication,high
445745268,Android-Jetpack-Compose-Room--Retrofit---MVVM--Hilt--REST-API--SQLite,JosueDurand96,6,2,Kotlin,,,J,Information and communication,high
517721437,cmp-ledger,piero-vic,6,3,Lua,"accounting, ledger, neovim-plugin, nvim-cmp",nvim-cmp source for ledger accounts,K,Financial and insurance activities,high
430019043,ptd,piero-vic,6,0,Python,"cli, python, todo",A minimal to-do list application for the command line.,J,Information and communication,high
428740308,gun-relay,jhonatanmacazana,6,0,Dockerfile,,Gun server with NodeJS,J,Information and communication,high
162452493,2018-2-Testing,Danielalab,6,22,JavaScript,,,J,Information and communication,low
1121824481,minuta-genia,DeveloperRafael1996,6,0,Python,,"Automatic meeting minutes generator using Python, LangChain, LangGraph, and OpenAI",M,"Professional, scientific activities",high
693893614,Vet-Clinic_Database,JuanDiegoGuerra,6,0,PLpgSQL,,"In the upcoming projects, you will use a relational database to create the data structure for a vet clinic. You will start with one table, and step by step, you will create a complete database with data about: animals ,animals' owners, clinic employees, visits.",Q,Human health and social work,high
676410154,Math_Magicians,JuanDiegoGuerra,6,0,JavaScript,,"This is the first project of the Math Magicians application. You will set up the environment and tools needed to develop a React application. In the following projects, you will develop the actual application.",P,Education,high
642553095,Leaderboard,JuanDiegoGuerra,6,0,CSS,,"In this activity you will set up a JavaScript project for the Leaderboard list app, using webpack and ES6 features, notably modules.",J,Information and communication,high
1021849607,Sentiment-Analysis-Alan-Garcia-Death,haroldeustaquio,6,0,Jupyter Notebook,,,M,"Professional, scientific activities",medium
855967503,haroldeustaquio,haroldeustaquio,6,0,,,,J,Information and communication,low
759587455,peru-dnie,edeustua,6,0,Python,,Herramientas y utilidades para utilizar el DNIe peruano en Linux.,O,Public administration and defense,high
601376840,estela-queue-adapter,bitmakerla,6,0,Python,"kafka, python, queue-platform, scraping",Queue adapter for estela 🕸️,J,Information and communication,high
528684766,spacewasm,daneelsan,6,0,Zig,"html5-canvas, js, wasm, zig",Original 1962 game code running on a PDP-1 emulator in Zig + Wasm + JS + HTML5 Canvas,R,"Arts, entertainment and recreation",high
409701462,uxn,daneelsan,6,0,Zig,,UXN in Zig,J,Information and communication,medium
339949624,webpackTemplate,kcotrinam,6,0,JavaScript,"babel, loader-plugin, loaders, plugin, template-repository, webpack, webpack-serve, webpack-server",This is a basic template of Webpack configuration.,J,Information and communication,high
477573851,viefaucetv1,tudineroweb,6,8,Python,,script via termux automatize claim faucet,K,Financial and insurance activities,medium
580185986,themes-example,luiisca,6,1,TypeScript,,Example app for `post link`,J,Information and communication,low
691205355,zsh-run-scripts,Aireck2,6,0,Shell,"bash, bun, fzf, fzf-scripts, npm, package-json, package-manager, pnpm, scripts, yarn, zsh, zsh-plugin, zsh-plugins, zsh-scripts",zsh plugin for running scripts smartly from package.json,J,Information and communication,high
66907778,DS-Desktop-Notify,DragShot,6,3,Java,"desktop, floating-notifications, java, notifications",A lightweight library that you can use in your Java-powered desktop apps to show floating notifications on the desktop.,J,Information and communication,high
798042578,how-to-do-this-with-react,victorlunam,6,0,JavaScript,,,J,Information and communication,high
719711050,python-bootcamp,deep-skill,6,1,Jupyter Notebook,,Python course,P,Education,high
541341292,whatsapp-cloud-api,j05u3,6,2,TypeScript,"api, bot-api, nodejs, whatsapp-api, whatsapp-bot, whatsapp-business-api, whatsapp-cloud, whatsapp-cloud-api",Node.js library for creating bots and sending/receiving messages using the Whatsapp Cloud API,J,Information and communication,high
686673053,dating-app,Yei-Linux,6,3,TypeScript,,Dating App where rules are being changed agains society,R,"Arts, entertainment and recreation",high
683459167,youtube-mixer,Yei-Linux,6,0,TypeScript,,"Tool to manage , download, create social media content using IA and more features.",J,Information and communication,high
7775182,working-hours,CesarBustios,6,1,Python,,Calculate working hours between two dates,N,Administrative and support activities,medium
548618358,refirmainvoker,jumanor,6,7,HTML,"digital, firma, refirmainvoker, refirmapcx, refirmapdf","Motor de Firma Digital - Refirma Invoker - RENIEC, permite firmar varios documentos digitales con DNIe y certificados de persona jurídica. El proceso de firma es transparente y natural para los usuarios.",O,Public administration and defense,high
